ride_id,rider_id,driver_id,ride_date,pickup_location,drop_location,distance_km,ride_status,pickup_time,dropoff_time
172,86,191,2026-02-14 18:05:40,"Kukatpally, Hyderabad","Banjara Hills, Hyderabad",16.41,Cancelled,2026-02-15 01:13:40,2026-02-15 01:46:29.200
173,534,154,2026-02-26 00:31:25,"Gachibowli, Hyderabad","Ameerpet, Hyderabad",10.5,Completed,2026-02-26 22:47:25,2026-02-26 23:08:25.000
174,181,286,2025-12-02 01:44:18,"Viman Nagar, Pune","Koregaon Park, Pune",19.83,Completed,2025-12-02 23:49:18,2025-12-03 00:28:57.600
175,173,14,2025-03-08 10:49:22,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",13.53,Cancelled,2025-03-08 13:17:22,2025-03-08 13:44:25.600
176,379,356,2025-07-12 04:22:09,"Hebbal, Bangalore","Koramangala, Bangalore",6.74,Cancelled,2025-07-12 22:51:09,2025-07-12 23:04:37.800
177,320,195,2025-06-26 15:25:58,"Dwarka, Delhi","Rajouri Garden, Delhi",17.64,Cancelled,2025-06-27 07:12:58,2025-06-27 07:48:14.800
178,468,27,2025-03-14 20:53:23,"Dadar, Mumbai","Juhu, Mumbai",22.1,Cancelled,2025-03-14 23:10:23,2025-03-14 23:54:35.000
179,193,348,2025-09-30 19:27:43,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",22.78,Cancelled,2025-10-01 09:32:43,2025-10-01 10:18:16.600
180,326,296,2025-06-03 17:36:00,"Whitefield, Bangalore","Koramangala, Bangalore",9.03,Cancelled,2025-06-04 00:42:00,2025-06-04 01:00:03.600
181,466,111,2025-03-10 14:15:54,"Viman Nagar, Pune","Shivajinagar, Pune",19.29,Completed,2025-03-11 10:32:54,2025-03-11 11:11:28.800
182,536,78,2025-05-09 15:13:47,"Gachibowli, Hyderabad","Kukatpally, Hyderabad",20.71,Cancelled,2025-05-10 03:26:47,2025-05-10 04:08:12.200
183,350,394,2025-10-27 19:19:51,"Whitefield, Bangalore","Jayanagar, Bangalore",9.88,Completed,2025-10-28 17:53:51,2025-10-28 18:13:36.600
184,562,197,2025-11-18 13:44:05,"Dadar, Mumbai","Bandra, Mumbai",16.91,Completed,2025-11-19 07:36:05,2025-11-19 08:09:54.200
185,51,359,2026-02-11 12:10:14,"Aundh, Pune","Hinjewadi, Pune",13.77,Completed,2026-02-11 13:11:14,2026-02-11 13:38:46.400
186,390,294,2025-09-16 05:01:48,"Ghatkopar, Mumbai","Powai, Mumbai",5.15,Completed,2025-09-16 11:20:48,2025-09-16 11:31:06.000
187,155,210,2025-07-05 07:27:23,"Viman Nagar, Pune","Aundh, Pune",22.98,Completed,2025-07-06 04:50:23,2025-07-06 05:36:20.600
188,57,22,2025-06-29 18:05:23,"Viman Nagar, Pune","Hinjewadi, Pune",2.9,Completed,2025-06-29 21:59:23,2025-06-29 22:09:23.000
189,399,248,2025-12-30 18:55:50,"Dwarka, Delhi","Connaught Place, Delhi",15.65,Cancelled,2025-12-31 03:48:50,2025-12-31 04:20:08.000
190,532,169,2025-07-18 03:36:48,"Whitefield, Bangalore","Koramangala, Bangalore",1.41,Completed,2025-07-18 21:22:48,2025-07-18 21:32:48.000
191,259,241,2025-08-15 19:04:51,"Aundh, Pune","Shivajinagar, Pune",2.75,Completed,2025-08-16 18:53:51,2025-08-16 19:03:51.000
192,91,398,2026-02-25 23:22:35,"Kukatpally, Hyderabad","Hitech City, Hyderabad",11.14,Cancelled,2026-02-26 23:06:35,2026-02-26 23:28:51.800
193,125,68,2025-05-11 02:09:55,"Kalyani Nagar, Pune","Koregaon Park, Pune",7.72,Completed,2025-05-11 08:53:55,2025-05-11 09:09:21.400
194,390,285,2025-08-25 20:37:08,"Kukatpally, Hyderabad","Secunderabad, Hyderabad",18.44,Completed,2025-08-25 22:12:08,2025-08-25 22:49:00.800
195,439,203,2025-12-19 10:09:37,"Lajpat Nagar, Delhi","Connaught Place, Delhi",12.22,Completed,2025-12-19 13:58:37,2025-12-19 14:23:03.400
196,146,90,2025-04-04 03:37:16,"Madhapur, Hyderabad","Banjara Hills, Hyderabad",14.16,Completed,2025-04-04 22:21:16,2025-04-04 22:49:35.200
197,59,48,2026-02-07 04:15:41,"Rajouri Garden, Delhi","Connaught Place, Delhi",6.77,Completed,2026-02-07 15:59:41,2026-02-07 16:13:13.400
198,420,359,2025-08-28 10:21:36,"Powai, Mumbai","Juhu, Mumbai",12.59,Completed,2025-08-29 07:21:36,2025-08-29 07:46:46.800
199,172,56,2025-12-23 09:08:35,"Kukatpally, Hyderabad","Gachibowli, Hyderabad",16.51,Cancelled,2025-12-24 07:17:35,2025-12-24 07:50:36.200
200,61,86,2025-04-08 01:31:18,"Hebbal, Bangalore","Whitefield, Bangalore",8.29,Completed,2025-04-08 07:57:18,2025-04-08 08:13:52.800
201,36,388,2025-11-17 16:40:57,"Viman Nagar, Pune","Shivajinagar, Pune",11.76,Completed,2025-11-18 10:34:57,2025-11-18 10:58:28.200
202,289,259,2025-09-03 09:01:55,"Secunderabad, Hyderabad","Banjara Hills, Hyderabad",6.76,Completed,2025-09-03 09:37:55,2025-09-03 09:51:26.200
203,423,386,2025-05-07 01:25:26,"Connaught Place, Delhi","Saket, Delhi",20.64,Completed,2025-05-07 14:08:26,2025-05-07 14:49:42.800
204,111,235,2025-04-16 22:24:33,"Powai, Mumbai","Juhu, Mumbai",5.17,Completed,2025-04-17 03:10:33,2025-04-17 03:20:53.400
205,502,334,2025-07-20 14:11:17,"Indiranagar, Bangalore","Jayanagar, Bangalore",3.85,Completed,2025-07-21 05:59:17,2025-07-21 06:09:17.000
206,187,223,2025-11-15 04:44:05,"Juhu, Mumbai","Colaba, Mumbai",21.14,Completed,2025-11-15 05:29:05,2025-11-15 06:11:21.800
207,394,55,2025-12-28 08:35:40,"Koramangala, Bangalore","Whitefield, Bangalore",18.32,Completed,2025-12-29 07:46:40,2025-12-29 08:23:18.400
208,120,116,2025-11-12 02:48:44,"Indiranagar, Bangalore","Whitefield, Bangalore",6.47,Completed,2025-11-12 03:19:44,2025-11-12 03:32:40.400
209,562,300,2025-03-19 16:05:38,"Aundh, Pune","Kalyani Nagar, Pune",17.23,Cancelled,2025-03-20 08:26:38,2025-03-20 09:01:05.600
210,97,189,2025-09-11 07:30:03,"Colaba, Mumbai","Dadar, Mumbai",11.67,Cancelled,2025-09-11 19:09:03,2025-09-11 19:32:23.400
211,468,308,2025-11-30 03:52:56,"Dadar, Mumbai","Ghatkopar, Mumbai",13.47,Cancelled,2025-12-01 00:59:56,2025-12-01 01:26:52.400
212,505,291,2025-06-04 06:05:03,"Kukatpally, Hyderabad","Ameerpet, Hyderabad",8.63,Cancelled,2025-06-04 23:33:03,2025-06-04 23:50:18.600
213,244,89,2025-05-24 03:22:29,"Lajpat Nagar, Delhi","Dwarka, Delhi",14.27,Completed,2025-05-25 00:16:29,2025-05-25 00:45:01.400
214,53,166,2025-06-06 14:09:03,"Hinjewadi, Pune","Koregaon Park, Pune",4.85,Completed,2025-06-07 13:12:03,2025-06-07 13:22:03.000
215,439,134,2025-03-12 01:38:33,"Shivajinagar, Pune","Kalyani Nagar, Pune",9.63,Completed,2025-03-12 07:50:33,2025-03-12 08:09:48.600
216,166,353,2025-12-31 08:40:36,"Andheri, Mumbai","Ghatkopar, Mumbai",18.96,Completed,2026-01-01 05:03:36,2026-01-01 05:41:31.200
217,355,362,2025-12-07 12:25:48,"Koregaon Park, Pune","Kalyani Nagar, Pune",4.98,Cancelled,2025-12-08 11:27:48,2025-12-08 11:37:48.000
218,216,129,2025-11-22 17:53:15,"MG Road, Bangalore","Koramangala, Bangalore",12.0,Cancelled,2025-11-23 07:38:15,2025-11-23 08:02:15.000
219,87,373,2025-12-14 13:04:45,"Kalyani Nagar, Pune","Koregaon Park, Pune",10.24,Completed,2025-12-15 10:50:45,2025-12-15 11:11:13.800
220,552,302,2026-01-10 03:39:53,"Andheri, Mumbai","Juhu, Mumbai",2.98,Cancelled,2026-01-11 02:17:53,2026-01-11 02:27:53.000
221,393,202,2025-11-14 15:31:00,"Banjara Hills, Hyderabad","Gachibowli, Hyderabad",4.61,Completed,2025-11-15 09:50:00,2025-11-15 10:00:00.000
222,541,21,2025-05-12 23:38:50,"Yelahanka, Bangalore","Jayanagar, Bangalore",12.18,Cancelled,2025-05-13 09:12:50,2025-05-13 09:37:11.600
223,25,73,2025-11-02 00:10:44,"Hadapsar, Pune","Viman Nagar, Pune",16.26,Completed,2025-11-02 09:09:44,2025-11-02 09:42:15.200
224,136,85,2026-01-22 10:07:43,"Bandra, Mumbai","Juhu, Mumbai",22.51,Completed,2026-01-22 20:24:43,2026-01-22 21:09:44.200
225,329,287,2025-08-27 05:53:09,"Colaba, Mumbai","Juhu, Mumbai",24.7,Completed,2025-08-27 12:25:09,2025-08-27 13:14:33.000
226,337,287,2026-02-12 19:51:48,"Ameerpet, Hyderabad","Banjara Hills, Hyderabad",4.17,Cancelled,2026-02-12 19:59:48,2026-02-12 20:09:48.000
227,19,140,2025-11-20 09:26:54,"Juhu, Mumbai","Colaba, Mumbai",9.41,Completed,2025-11-21 03:47:54,2025-11-21 04:06:43.200
228,463,292,2025-12-29 12:20:55,"Andheri, Mumbai","Dadar, Mumbai",11.16,Cancelled,2025-12-29 20:09:55,2025-12-29 20:32:14.200
229,192,369,2025-09-28 15:53:43,"MG Road, Bangalore","Indiranagar, Bangalore",8.6,Cancelled,2025-09-29 10:34:43,2025-09-29 10:51:55.000
230,19,127,2025-09-24 15:31:12,"Colaba, Mumbai","Juhu, Mumbai",8.91,Completed,2025-09-25 14:37:12,2025-09-25 14:55:01.200
231,358,235,2026-02-14 12:19:14,"Dadar, Mumbai","Powai, Mumbai",3.46,Cancelled,2026-02-15 07:08:14,2026-02-15 07:18:14.000
232,60,287,2025-12-29 12:19:47,"MG Road, Bangalore","Whitefield, Bangalore",13.86,Completed,2025-12-29 23:46:47,2025-12-30 00:14:30.200
233,220,279,2025-07-14 07:13:15,"Vasant Kunj, Delhi","Connaught Place, Delhi",5.3,Completed,2025-07-15 06:41:15,2025-07-15 06:51:51.000
234,360,326,2026-01-05 17:08:51,"Hebbal, Bangalore","Koramangala, Bangalore",1.67,Completed,2026-01-05 19:48:51,2026-01-05 19:58:51.000
235,36,52,2025-08-06 07:44:58,"Indiranagar, Bangalore","MG Road, Bangalore",2.17,Completed,2025-08-07 06:51:58,2025-08-07 07:01:58.000
236,172,161,2025-05-28 13:42:58,"Hadapsar, Pune","Koregaon Park, Pune",3.99,Completed,2025-05-28 22:21:58,2025-05-28 22:31:58.000
237,546,324,2025-05-03 14:19:32,"Madhapur, Hyderabad","Ameerpet, Hyderabad",12.07,Cancelled,2025-05-04 03:00:32,2025-05-04 03:24:40.400
238,597,115,2025-10-14 04:17:00,"Andheri, Mumbai","Powai, Mumbai",15.06,Cancelled,2025-10-14 09:20:00,2025-10-14 09:50:07.200
239,68,50,2025-06-13 05:21:56,"Lajpat Nagar, Delhi","Rajouri Garden, Delhi",22.96,Completed,2025-06-13 21:20:56,2025-06-13 22:06:51.200
240,361,214,2025-03-30 15:30:53,"Jayanagar, Bangalore","Yelahanka, Bangalore",4.45,Cancelled,2025-03-31 10:51:53,2025-03-31 11:01:53.000
241,327,342,2025-11-03 16:29:34,"Connaught Place, Delhi","Saket, Delhi",23.51,Completed,2025-11-04 11:04:34,2025-11-04 11:51:35.200
242,429,31,2025-11-23 18:43:53,"Kalyani Nagar, Pune","Shivajinagar, Pune",20.19,Completed,2025-11-24 09:26:53,2025-11-24 10:07:15.800
243,562,213,2025-06-08 13:53:05,"Karol Bagh, Delhi","Lajpat Nagar, Delhi",2.37,Cancelled,2025-06-08 18:02:05,2025-06-08 18:12:05.000
244,130,32,2025-12-06 07:30:23,"Hebbal, Bangalore","Yelahanka, Bangalore",16.12,Completed,2025-12-06 19:16:23,2025-12-06 19:48:37.400
245,586,222,2025-05-12 00:54:59,"Rajouri Garden, Delhi","Connaught Place, Delhi",1.08,Completed,2025-05-12 06:30:59,2025-05-12 06:40:59.000
246,23,25,2025-12-12 07:47:20,"Kalyani Nagar, Pune","Koregaon Park, Pune",20.5,Cancelled,2025-12-13 02:58:20,2025-12-13 03:39:20.000
247,415,283,2025-05-25 16:15:29,"Lajpat Nagar, Delhi","Dwarka, Delhi",16.11,Completed,2025-05-25 20:54:29,2025-05-25 21:26:42.200
248,405,59,2025-06-22 12:41:42,"Connaught Place, Delhi","Vasant Kunj, Delhi",14.68,Completed,2025-06-23 01:58:42,2025-06-23 02:28:03.600
249,598,380,2025-05-30 01:34:28,"Viman Nagar, Pune","Hadapsar, Pune",13.06,Completed,2025-05-30 12:22:28,2025-05-30 12:48:35.200
250,225,252,2025-07-20 02:22:01,"Vasant Kunj, Delhi","Dwarka, Delhi",10.49,Completed,2025-07-20 14:08:01,2025-07-20 14:28:59.800
251,130,309,2025-03-20 09:17:07,"Jayanagar, Bangalore","Hebbal, Bangalore",21.6,Completed,2025-03-20 21:38:07,2025-03-20 22:21:19.000
252,103,229,2025-05-18 06:46:01,"Koramangala, Bangalore","Yelahanka, Bangalore",17.16,Completed,2025-05-19 05:27:01,2025-05-19 06:01:20.200
253,287,348,2025-12-26 04:43:35,"Madhapur, Hyderabad","Secunderabad, Hyderabad",21.4,Completed,2025-12-27 03:03:35,2025-12-27 03:46:23.000
254,334,80,2025-08-13 21:57:29,"Vasant Kunj, Delhi","Lajpat Nagar, Delhi",13.5,Cancelled,2025-08-14 17:50:29,2025-08-14 18:17:29.000
255,380,73,2025-03-27 14:53:00,"Saket, Delhi","Connaught Place, Delhi",7.45,Completed,2025-03-27 17:00:00,2025-03-27 17:14:54.000
256,50,14,2025-08-07 10:07:09,"Koramangala, Bangalore","Yelahanka, Bangalore",6.73,Completed,2025-08-07 23:00:09,2025-08-07 23:13:36.600
257,407,360,2026-01-21 20:55:59,"Kalyani Nagar, Pune","Aundh, Pune",17.82,Completed,2026-01-21 22:29:59,2026-01-21 23:05:37.400
258,244,356,2025-05-11 05:22:06,"Whitefield, Bangalore","Koramangala, Bangalore",17.81,Cancelled,2025-05-11 09:11:06,2025-05-11 09:46:43.200
259,352,177,2026-02-25 09:07:16,"Ghatkopar, Mumbai","Dadar, Mumbai",18.25,Completed,2026-02-26 03:01:16,2026-02-26 03:37:46.000
260,498,162,2025-09-23 22:22:43,"MG Road, Bangalore","Whitefield, Bangalore",1.75,Cancelled,2025-09-24 13:54:43,2025-09-24 14:04:43.000
261,359,101,2025-08-30 19:26:10,"Shivajinagar, Pune","Hinjewadi, Pune",17.82,Completed,2025-08-31 12:02:10,2025-08-31 12:37:48.400
262,438,217,2025-11-03 18:45:19,"Jayanagar, Bangalore","Yelahanka, Bangalore",16.35,Completed,2025-11-04 05:40:19,2025-11-04 06:13:01.000
263,378,137,2025-05-19 21:48:32,"Powai, Mumbai","Ghatkopar, Mumbai",8.9,Completed,2025-05-20 19:42:32,2025-05-20 20:00:20.000
264,235,162,2025-10-20 07:47:43,"Dwarka, Delhi","Connaught Place, Delhi",18.45,Completed,2025-10-21 02:17:43,2025-10-21 02:54:37.000
265,502,345,2025-11-20 09:13:31,"Kalyani Nagar, Pune","Shivajinagar, Pune",17.9,Completed,2025-11-20 20:19:31,2025-11-20 20:55:19.000
266,217,56,2025-12-19 07:35:29,"Dadar, Mumbai","Colaba, Mumbai",19.99,Cancelled,2025-12-19 23:42:29,2025-12-20 00:22:27.800
267,366,259,2025-04-23 04:04:07,"Koregaon Park, Pune","Shivajinagar, Pune",22.77,Completed,2025-04-23 12:25:07,2025-04-23 13:10:39.400
268,93,351,2025-11-04 19:18:58,"Hinjewadi, Pune","Shivajinagar, Pune",11.37,Completed,2025-11-04 19:21:58,2025-11-04 19:44:42.400
269,129,219,2025-04-14 11:05:21,"Rajouri Garden, Delhi","Dwarka, Delhi",2.28,Completed,2025-04-15 07:38:21,2025-04-15 07:48:21.000
270,286,201,2025-11-18 19:42:01,"Jayanagar, Bangalore","Whitefield, Bangalore",3.08,Completed,2025-11-19 05:30:01,2025-11-19 05:40:01.000
271,125,168,2025-05-14 18:47:41,"Rajouri Garden, Delhi","Connaught Place, Delhi",17.1,Completed,2025-05-15 02:36:41,2025-05-15 03:10:53.000
272,52,71,2025-07-10 05:39:37,"Rajouri Garden, Delhi","Saket, Delhi",17.1,Completed,2025-07-10 12:33:37,2025-07-10 13:07:49.000
273,197,204,2025-09-29 06:19:31,"Yelahanka, Bangalore","Jayanagar, Bangalore",20.3,Cancelled,2025-09-29 14:47:31,2025-09-29 15:28:07.000
274,570,326,2025-12-10 23:45:58,"Madhapur, Hyderabad","Ameerpet, Hyderabad",22.86,Cancelled,2025-12-11 18:26:58,2025-12-11 19:12:41.200
275,465,283,2025-09-23 04:57:37,"Madhapur, Hyderabad","Hitech City, Hyderabad",22.24,Completed,2025-09-23 07:38:37,2025-09-23 08:23:05.800
276,588,216,2025-04-17 12:09:43,"Indiranagar, Bangalore","Yelahanka, Bangalore",18.94,Completed,2025-04-17 23:47:43,2025-04-18 00:25:35.800
277,500,16,2025-08-12 00:59:07,"Whitefield, Bangalore","Yelahanka, Bangalore",21.69,Completed,2025-08-12 05:54:07,2025-08-12 06:37:29.800
278,152,307,2025-06-02 09:24:22,"MG Road, Bangalore","Koramangala, Bangalore",6.94,Completed,2025-06-03 04:03:22,2025-06-03 04:17:14.800
279,254,48,2025-12-12 14:43:04,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",21.72,Completed,2025-12-13 10:00:04,2025-12-13 10:43:30.400
280,119,331,2026-01-16 06:38:43,"Viman Nagar, Pune","Aundh, Pune",8.83,Cancelled,2026-01-16 12:54:43,2026-01-16 13:12:22.600
281,475,160,2025-09-24 22:14:26,"Karol Bagh, Delhi","Dwarka, Delhi",2.12,Cancelled,2025-09-25 11:48:26,2025-09-25 11:58:26.000
282,381,227,2026-02-12 18:16:33,"Hadapsar, Pune","Viman Nagar, Pune",13.68,Cancelled,2026-02-12 19:34:33,2026-02-12 20:01:54.600
283,196,342,2025-06-22 19:17:29,"Ghatkopar, Mumbai","Bandra, Mumbai",18.94,Completed,2025-06-23 05:42:29,2025-06-23 06:20:21.800
284,161,379,2025-06-08 22:06:24,"Madhapur, Hyderabad","Hitech City, Hyderabad",21.2,Completed,2025-06-09 12:38:24,2025-06-09 13:20:48.000
285,599,393,2025-09-24 10:52:32,"Secunderabad, Hyderabad","Gachibowli, Hyderabad",3.26,Completed,2025-09-25 00:56:32,2025-09-25 01:06:32.000
286,535,174,2025-06-11 02:36:43,"Andheri, Mumbai","Powai, Mumbai",12.19,Completed,2025-06-11 20:10:43,2025-06-11 20:35:05.800
287,441,148,2025-07-04 13:43:11,"Ameerpet, Hyderabad","Hitech City, Hyderabad",16.22,Completed,2025-07-04 20:43:11,2025-07-04 21:15:37.400
288,517,292,2026-02-04 20:34:16,"Powai, Mumbai","Bandra, Mumbai",12.82,Completed,2026-02-04 22:36:16,2026-02-04 23:01:54.400
289,93,104,2025-05-01 21:26:02,"Koramangala, Bangalore","Indiranagar, Bangalore",4.48,Completed,2025-05-02 07:33:02,2025-05-02 07:43:02.000
290,371,199,2025-09-29 05:43:26,"Karol Bagh, Delhi","Connaught Place, Delhi",4.87,Cancelled,2025-09-29 10:17:26,2025-09-29 10:27:26.000
291,232,121,2026-01-07 10:27:57,"Saket, Delhi","Karol Bagh, Delhi",5.26,Cancelled,2026-01-07 22:46:57,2026-01-07 22:57:28.200
292,329,45,2025-11-13 23:25:38,"Lajpat Nagar, Delhi","Rajouri Garden, Delhi",24.04,Completed,2025-11-14 16:22:38,2025-11-14 17:10:42.800
293,167,175,2025-09-06 13:44:49,"Koregaon Park, Pune","Shivajinagar, Pune",12.69,Cancelled,2025-09-06 19:52:49,2025-09-06 20:18:11.800
294,530,314,2026-01-04 17:26:51,"Juhu, Mumbai","Andheri, Mumbai",17.36,Cancelled,2026-01-05 08:25:51,2026-01-05 09:00:34.200
295,453,42,2026-02-17 02:30:40,"Colaba, Mumbai","Ghatkopar, Mumbai",10.68,Completed,2026-02-17 18:45:40,2026-02-17 19:07:01.600
296,502,339,2025-04-27 15:11:14,"Andheri, Mumbai","Dadar, Mumbai",13.29,Cancelled,2025-04-27 19:47:14,2025-04-27 20:13:48.800
297,153,361,2025-10-30 10:21:52,"Jayanagar, Bangalore","Yelahanka, Bangalore",13.55,Cancelled,2025-10-30 15:45:52,2025-10-30 16:12:58.000
298,143,264,2026-01-07 01:01:11,"Dadar, Mumbai","Juhu, Mumbai",16.67,Cancelled,2026-01-07 09:10:11,2026-01-07 09:43:31.400
299,179,139,2025-04-09 02:22:33,"Whitefield, Bangalore","Hebbal, Bangalore",20.34,Cancelled,2025-04-09 15:56:33,2025-04-09 16:37:13.800
300,162,355,2025-12-09 11:27:51,"Karol Bagh, Delhi","Saket, Delhi",20.1,Completed,2025-12-10 04:39:51,2025-12-10 05:20:03.000
301,124,204,2026-01-10 22:49:37,"Kalyani Nagar, Pune","Hadapsar, Pune",19.08,Completed,2026-01-11 01:45:37,2026-01-11 02:23:46.600
302,379,252,2025-04-05 06:13:59,"Juhu, Mumbai","Colaba, Mumbai",3.35,Completed,2025-04-05 20:44:59,2025-04-05 20:54:59.000
303,339,288,2025-10-19 13:45:09,"Dwarka, Delhi","Karol Bagh, Delhi",7.85,Cancelled,2025-10-20 12:58:09,2025-10-20 13:13:51.000
304,468,41,2026-02-21 15:21:05,"Whitefield, Bangalore","Jayanagar, Bangalore",24.62,Cancelled,2026-02-22 11:07:05,2026-02-22 11:56:19.400
305,339,173,2026-01-22 23:24:22,"Ameerpet, Hyderabad","Banjara Hills, Hyderabad",8.29,Completed,2026-01-23 02:12:22,2026-01-23 02:28:56.800
306,183,310,2025-04-25 00:26:26,"Ameerpet, Hyderabad","Kukatpally, Hyderabad",4.35,Completed,2025-04-25 03:16:26,2025-04-25 03:26:26.000
307,344,333,2026-01-09 09:48:51,"Ghatkopar, Mumbai","Andheri, Mumbai",14.5,Completed,2026-01-09 21:25:51,2026-01-09 21:54:51.000
308,566,247,2025-09-17 22:28:40,"Yelahanka, Bangalore","Whitefield, Bangalore",23.97,Completed,2025-09-18 04:31:40,2025-09-18 05:19:36.400
309,469,147,2025-08-25 03:52:43,"Yelahanka, Bangalore","Koramangala, Bangalore",2.99,Completed,2025-08-25 05:05:43,2025-08-25 05:15:43.000
310,343,142,2025-07-04 08:17:07,"Secunderabad, Hyderabad","Madhapur, Hyderabad",7.57,Cancelled,2025-07-05 04:40:07,2025-07-05 04:55:15.400
311,156,345,2025-06-14 02:30:00,"Dadar, Mumbai","Powai, Mumbai",17.43,Completed,2025-06-14 16:30:00,2025-06-14 17:04:51.600
312,48,80,2025-06-11 22:00:19,"Saket, Delhi","Dwarka, Delhi",2.58,Completed,2025-06-12 20:01:19,2025-06-12 20:11:19.000
313,245,90,2025-12-07 06:39:35,"Jayanagar, Bangalore","Hebbal, Bangalore",18.65,Completed,2025-12-07 20:39:35,2025-12-07 21:16:53.000
314,104,31,2025-08-14 07:27:19,"Lajpat Nagar, Delhi","Vasant Kunj, Delhi",24.93,Completed,2025-08-14 17:28:19,2025-08-14 18:18:10.600
315,126,354,2025-04-25 00:12:59,"Saket, Delhi","Lajpat Nagar, Delhi",13.74,Completed,2025-04-25 07:11:59,2025-04-25 07:39:27.800
316,321,101,2025-05-26 04:55:11,"Kalyani Nagar, Pune","Hinjewadi, Pune",19.58,Cancelled,2025-05-26 11:30:11,2025-05-26 12:09:20.600
317,211,333,2025-12-02 16:52:56,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",2.62,Completed,2025-12-03 00:31:56,2025-12-03 00:41:56.000
318,342,173,2025-04-09 12:25:11,"Rajouri Garden, Delhi","Connaught Place, Delhi",8.16,Completed,2025-04-10 02:12:11,2025-04-10 02:28:30.200
319,67,81,2025-09-06 20:29:46,"Kukatpally, Hyderabad","Hitech City, Hyderabad",14.46,Completed,2025-09-07 03:12:46,2025-09-07 03:41:41.200
320,472,168,2025-04-29 23:07:18,"Vasant Kunj, Delhi","Dwarka, Delhi",19.57,Completed,2025-04-30 09:36:18,2025-04-30 10:15:26.400
321,303,101,2026-01-17 16:50:52,"Vasant Kunj, Delhi","Saket, Delhi",17.47,Completed,2026-01-17 16:55:52,2026-01-17 17:30:48.400
322,130,132,2025-04-12 21:27:21,"Koramangala, Bangalore","Hebbal, Bangalore",6.76,Completed,2025-04-13 09:39:21,2025-04-13 09:52:52.200
323,132,241,2025-08-09 20:38:32,"MG Road, Bangalore","Yelahanka, Bangalore",5.01,Completed,2025-08-10 12:23:32,2025-08-10 12:33:33.200
324,513,185,2025-11-27 05:16:49,"Kalyani Nagar, Pune","Viman Nagar, Pune",15.76,Completed,2025-11-27 11:36:49,2025-11-27 12:08:20.200
325,112,244,2025-10-27 23:03:27,"Vasant Kunj, Delhi","Connaught Place, Delhi",14.37,Completed,2025-10-28 03:59:27,2025-10-28 04:28:11.400
326,496,316,2025-05-12 22:21:37,"Secunderabad, Hyderabad","Ameerpet, Hyderabad",7.07,Completed,2025-05-13 20:20:37,2025-05-13 20:34:45.400
327,329,194,2025-06-04 08:03:56,"Lajpat Nagar, Delhi","Connaught Place, Delhi",1.48,Cancelled,2025-06-04 09:19:56,2025-06-04 09:29:56.000
328,132,354,2025-08-20 01:18:58,"Hadapsar, Pune","Kalyani Nagar, Pune",8.68,Completed,2025-08-20 08:00:58,2025-08-20 08:18:19.600
329,422,70,2025-10-25 14:44:55,"Hebbal, Bangalore","MG Road, Bangalore",18.25,Completed,2025-10-26 02:59:55,2025-10-26 03:36:25.000
330,218,22,2025-05-18 21:06:57,"MG Road, Bangalore","Hebbal, Bangalore",17.1,Completed,2025-05-19 04:25:57,2025-05-19 05:00:09.000
331,171,19,2026-02-18 06:54:04,"Indiranagar, Bangalore","Koramangala, Bangalore",11.15,Completed,2026-02-19 04:00:04,2026-02-19 04:22:22.000
332,31,231,2025-07-31 14:03:52,"Andheri, Mumbai","Bandra, Mumbai",4.74,Completed,2025-08-01 11:34:52,2025-08-01 11:44:52.000
333,213,170,2025-06-05 07:21:17,"Vasant Kunj, Delhi","Saket, Delhi",15.96,Completed,2025-06-05 13:37:17,2025-06-05 14:09:12.200
334,188,396,2025-10-14 16:26:36,"Connaught Place, Delhi","Karol Bagh, Delhi",5.2,Cancelled,2025-10-14 17:00:36,2025-10-14 17:11:00.000
335,294,10,2025-03-01 01:56:04,"Koramangala, Bangalore","Indiranagar, Bangalore",6.9,Completed,2025-03-01 15:02:04,2025-03-01 15:15:52.000
336,571,220,2025-04-19 02:57:58,"Hadapsar, Pune","Aundh, Pune",6.79,Cancelled,2025-04-19 10:56:58,2025-04-19 11:10:32.800
337,540,209,2025-11-18 22:59:58,"Jayanagar, Bangalore","Indiranagar, Bangalore",8.55,Completed,2025-11-19 00:54:58,2025-11-19 01:12:04.000
338,465,346,2026-01-02 03:08:25,"Andheri, Mumbai","Colaba, Mumbai",13.26,Completed,2026-01-02 06:00:25,2026-01-02 06:26:56.200
339,181,16,2026-02-06 00:36:00,"Kalyani Nagar, Pune","Koregaon Park, Pune",21.79,Cancelled,2026-02-06 10:11:00,2026-02-06 10:54:34.800
340,481,76,2025-03-04 21:38:56,"Koregaon Park, Pune","Shivajinagar, Pune",21.5,Completed,2025-03-05 03:42:56,2025-03-05 04:25:56.000
341,158,333,2025-11-27 04:06:29,"Connaught Place, Delhi","Dwarka, Delhi",19.26,Cancelled,2025-11-28 02:23:29,2025-11-28 03:02:00.200
342,521,263,2025-12-23 10:44:54,"Hadapsar, Pune","Kalyani Nagar, Pune",13.09,Completed,2025-12-24 09:18:54,2025-12-24 09:45:04.800
